Timestamp,EpisodeId,AgentName,AgentType,WinResult,FinalHP,InitialHP,BattleDuration,TotalActions,AverageExecutionTime,EnemyAgentName,AttackAttempts,AttackSuccesses,DefenseAttempts,DefenseSuccesses,DodgeAttempts,DodgeSuccesses,AttackSuccessRate,DefenseSuccessRate,DodgeSuccessRate,CumulativeRounds,CumulativeWins,WinPercentage
2025-06-09 16:53:01,EP_20250609_165246_0011,수비형 AI,Unknown,0.0,0.0,100.0,15.08,518,0.09,공격형 AI,373,5,6,6,139,2,0.013,1.000,0.014,11,4,36.4
2025-06-09 16:53:18,EP_20250609_165303_0012,공격형 AI,Unknown,0.0,0.0,100.0,14.88,395,0.01,수비형 AI,190,5,3,3,202,1,0.026,1.000,0.005,12,6,50.0
2025-06-09 16:53:18,EP_20250609_165303_0012,수비형 AI,Unknown,1.0,20.0,100.0,14.88,454,0.09,공격형 AI,318,5,5,5,131,2,0.016,1.000,0.015,12,5,41.7
2025-06-09 16:53:34,EP_20250609_165320_0013,공격형 AI,Unknown,1.0,40.0,100.0,13.58,324,0.03,수비형 AI,107,6,1,1,216,1,0.056,1.000,0.005,13,7,53.8
2025-06-09 16:53:34,EP_20250609_165320_0013,수비형 AI,Unknown,0.0,0.0,100.0,13.58,500,0.09,공격형 AI,356,5,6,6,138,1,0.014,1.000,0.007,13,5,38.5
2025-06-09 16:54:30,EP_20250609_165337_0014,공격형 AI,Unknown,1.0,20.0,100.0,53.52,997,0.03,수비형 AI,480,8,7,7,510,4,0.017,1.000,0.008,14,8,57.1
2025-06-09 16:54:30,EP_20250609_165337_0014,수비형 AI,Unknown,0.0,0.0,100.0,53.52,1243,0.09,공격형 AI,1089,8,12,12,142,4,0.007,1.000,0.028,14,5,35.7
2025-06-09 16:55:33,EP_20250609_165433_0015,공격형 AI,Unknown,0.0,40.0,100.0,60.00,673,0.01,수비형 AI,238,5,236,3,199,2,0.021,0.013,0.010,15,8,53.3
2025-06-09 16:55:33,EP_20250609_165433_0015,수비형 AI,Unknown,0.0,40.0,100.0,60.00,812,0.08,공격형 AI,662,5,29,6,121,2,0.008,0.207,0.017,15,5,33.3
2025-06-09 16:55:49,EP_20250609_165535_0016,공격형 AI,Unknown,1.0,20.0,100.0,14.37,316,0.03,수비형 AI,101,6,3,3,212,2,0.059,1.000,0.009,16,9,56.3
2025-06-09 16:55:49,EP_20250609_165535_0016,수비형 AI,Unknown,0.0,0.0,100.0,14.37,515,0.09,공격형 AI,360,5,6,6,149,2,0.014,1.000,0.013,16,5,31.3
2025-06-09 16:56:05,EP_20250609_165552_0017,공격형 AI,Unknown,1.0,40.0,100.0,13.16,309,0.01,수비형 AI,100,5,1,1,208,1,0.050,1.000,0.005,17,10,58.8
2025-06-09 16:56:05,EP_20250609_165552_0017,수비형 AI,Unknown,0.0,0.0,100.0,13.16,444,0.09,공격형 AI,319,4,5,5,120,1,0.013,1.000,0.008,17,5,29.4
2025-06-09 16:56:28,EP_20250609_165608_0018,공격형 AI,Unknown,1.0,20.0,100.0,20.16,688,0.04,수비형 AI,468,5,218,2,2,2,0.011,0.009,1.000,18,11,61.1
2025-06-09 16:56:28,EP_20250609_165608_0018,수비형 AI,Unknown,0.0,0.0,100.0,20.16,818,0.08,공격형 AI,673,5,6,6,139,2,0.007,1.000,0.014,18,5,27.8
2025-06-09 16:56:45,EP_20250609_165630_0019,공격형 AI,Unknown,0.0,0.0,100.0,14.36,537,0.01,수비형 AI,228,5,259,3,50,2,0.022,0.012,0.040,19,11,57.9
2025-06-09 16:56:45,EP_20250609_165630_0019,수비형 AI,Unknown,1.0,20.0,100.0,14.36,705,0.08,공격형 AI,480,5,5,5,220,2,0.010,1.000,0.009,19,6,31.6
2025-06-09 16:57:03,EP_20250609_165647_0020,공격형 AI,Unknown,1.0,20.0,100.0,15.73,330,0.01,수비형 AI,113,6,2,2,215,1,0.053,1.000,0.005,20,12,60.0
2025-06-09 16:57:03,EP_20250609_165647_0020,수비형 AI,Unknown,0.0,0.0,100.0,15.73,450,0.09,공격형 AI,320,5,6,6,124,2,0.016,1.000,0.016,20,6,30.0
2025-06-09 16:58:05,EP_20250609_165705_0021,공격형 AI,Unknown,0.0,40.0,100.0,60.00,539,0.01,수비형 AI,146,5,3,3,390,2,0.034,1.000,0.005,21,12,57.1
2025-06-09 16:58:05,EP_20250609_165705_0021,수비형 AI,Unknown,0.0,20.0,100.0,60.00,732,0.09,공격형 AI,581,4,6,6,145,2,0.007,1.000,0.014,21,6,28.6
2025-06-09 16:59:04,EP_20250609_165808_0022,공격형 AI,Unknown,1.0,20.0,100.0,56.18,557,0.06,수비형 AI,346,5,2,2,209,2,0.014,1.000,0.010,22,13,59.1
2025-06-09 16:59:04,EP_20250609_165808_0022,수비형 AI,Unknown,0.0,0.0,100.0,56.18,737,0.09,공격형 AI,585,4,5,5,147,2,0.007,1.000,0.014,22,6,27.3
2025-06-09 17:00:07,EP_20250609_165907_0023,공격형 AI,Unknown,0.0,40.0,100.0,60.00,567,0.01,수비형 AI,352,6,214,2,1,1,0.017,0.009,1.000,23,13,56.5
2025-06-09 17:00:07,EP_20250609_165907_0023,수비형 AI,Unknown,0.0,20.0,100.0,60.00,618,0.09,공격형 AI,451,6,24,7,143,2,0.013,0.292,0.014,23,6,26.1
2025-06-09 17:00:28,EP_20250609_170009_0024,공격형 AI,Unknown,1.0,20.0,100.0,19.21,383,0.01,수비형 AI,167,8,5,5,211,3,0.048,1.000,0.014,24,14,58.3
2025-06-09 17:00:28,EP_20250609_170009_0024,수비형 AI,Unknown,0.0,0.0,100.0,19.21,743,0.07,공격형 AI,524,7,68,8,151,3,0.013,0.118,0.020,24,6,25.0
2025-06-09 17:01:07,EP_20250609_170031_0025,공격형 AI,Unknown,1.0,20.0,100.0,35.82,678,0.04,수비형 AI,457,6,5,5,216,2,0.013,1.000,0.009,25,15,60.0
2025-06-09 17:01:07,EP_20250609_170031_0025,수비형 AI,Unknown,0.0,0.0,100.0,35.82,780,0.08,공격형 AI,649,6,8,8,123,3,0.009,1.000,0.024,25,6,24.0
2025-06-09 17:02:09,EP_20250609_170109_0026,공격형 AI,Unknown,0.0,20.0,100.0,60.00,312,0.01,수비형 AI,103,5,2,2,207,1,0.049,1.000,0.005,26,15,57.7
2025-06-09 17:02:09,EP_20250609_170109_0026,수비형 AI,Unknown,0.0,20.0,100.0,60.00,500,0.08,공격형 AI,374,5,5,5,121,2,0.013,1.000,0.017,26,6,23.1
2025-06-09 17:03:12,EP_20250609_170212_0027,공격형 AI,Unknown,0.0,40.0,100.0,60.00,540,0.01,수비형 AI,157,5,209,2,174,2,0.032,0.010,0.011,27,15,55.6
2025-06-09 17:03:12,EP_20250609_170212_0027,수비형 AI,Unknown,0.0,20.0,100.0,60.00,727,0.09,공격형 AI,578,4,5,5,144,2,0.007,1.000,0.014,27,6,22.2
2025-06-09 17:03:25,EP_20250609_170314_0028,공격형 AI,Unknown,1.0,20.0,100.0,10.87,302,0.02,수비형 AI,99,5,202,2,1,1,0.051,0.010,1.000,28,16,57.1
2025-06-09 17:03:25,EP_20250609_170314_0028,수비형 AI,Unknown,0.0,0.0,100.0,10.87,478,0.09,공격형 AI,340,4,5,5,133,1,0.012,1.000,0.008,28,6,21.4
2025-06-09 17:03:40,EP_20250609_170327_0029,공격형 AI,Unknown,0.0,0.0,100.0,12.96,320,0.01,수비형 AI,103,5,3,3,214,1,0.049,1.000,0.005,29,16,55.2
2025-06-09 17:03:40,EP_20250609_170327_0029,수비형 AI,Unknown,1.0,20.0,100.0,12.96,470,0.09,공격형 AI,337,5,5,5,128,2,0.015,1.000,0.016,29,7,24.1
2025-06-09 17:04:29,EP_20250609_170343_0030,공격형 AI,Unknown,0.0,0.0,100.0,45.82,815,0.01,수비형 AI,259,7,203,6,353,3,0.027,0.030,0.008,30,16,53.3
2025-06-09 17:04:29,EP_20250609_170343_0030,수비형 AI,Unknown,1.0,40.0,100.0,45.82,1012,0.08,공격형 AI,886,7,9,9,117,3,0.008,1.000,0.026,30,8,26.7
2025-06-09 17:04:43,EP_20250609_170431_0031,공격형 AI,Unknown,1.0,40.0,100.0,11.92,322,0.02,수비형 AI,105,5,216,1,1,1,0.048,0.005,1.000,31,17,54.8
2025-06-09 17:04:43,EP_20250609_170431_0031,수비형 AI,Unknown,0.0,0.0,100.0,11.92,508,0.09,공격형 AI,353,4,5,5,150,1,0.011,1.000,0.007,31,8,25.8
2025-06-09 17:04:57,EP_20250609_170446_0032,공격형 AI,Unknown,1.0,20.0,100.0,11.20,302,0.02,수비형 AI,97,5,2,2,203,1,0.052,1.000,0.005,32,18,56.3
2025-06-09 17:04:57,EP_20250609_170446_0032,수비형 AI,Unknown,0.0,0.0,100.0,11.20,487,0.09,공격형 AI,346,4,5,5,136,1,0.012,1.000,0.007,32,8,25.0
2025-06-09 17:05:11,EP_20250609_170459_0033,공격형 AI,Unknown,1.0,60.0,100.0,11.62,71,0.04,수비형 AI,71,5,0,0,0,0,0.070,0.000,0.000,33,19,57.6
2025-06-09 17:05:11,EP_20250609_170459_0033,수비형 AI,Unknown,0.0,0.0,100.0,11.62,491,0.09,공격형 AI,344,4,5,5,142,1,0.012,1.000,0.007,33,8,24.2
2025-06-09 17:05:28,EP_20250609_170513_0034,공격형 AI,Unknown,1.0,20.0,100.0,14.84,538,0.01,수비형 AI,216,6,320,3,2,2,0.028,0.009,1.000,34,20,58.8
2025-06-09 17:05:28,EP_20250609_170513_0034,수비형 AI,Unknown,0.0,0.0,100.0,14.84,557,0.08,공격형 AI,425,5,6,6,126,2,0.012,1.000,0.016,34,8,23.5
2025-06-09 17:05:53,EP_20250609_170531_0035,공격형 AI,Unknown,0.0,0.0,100.0,21.71,624,0.05,수비형 AI,411,5,211,3,2,2,0.012,0.014,1.000,35,20,57.1
2025-06-09 17:05:53,EP_20250609_170531_0035,수비형 AI,Unknown,0.0,0.0,100.0,21.71,685,0.13,공격형 AI,563,5,6,6,116,2,0.009,1.000,0.017,35,8,22.9
2025-06-09 17:06:08,EP_20250609_170555_0036,공격형 AI,Unknown,1.0,40.0,100.0,12.48,316,0.01,수비형 AI,105,5,1,1,210,1,0.048,1.000,0.005,36,21,58.3
2025-06-09 17:06:08,EP_20250609_170555_0036,수비형 AI,Unknown,0.0,0.0,100.0,12.48,445,0.09,공격형 AI,321,4,5,5,119,1,0.012,1.000,0.008,36,8,22.2
2025-06-09 17:06:22,EP_20250609_170610_0037,공격형 AI,Unknown,1.0,60.0,100.0,11.62,70,0.03,수비형 AI,70,5,0,0,0,0,0.071,0.000,0.000,37,22,59.5
2025-06-09 17:06:22,EP_20250609_170610_0037,수비형 AI,Unknown,0.0,0.0,100.0,11.62,467,0.10,공격형 AI,322,4,5,5,140,1,0.012,1.000,0.007,37,8,21.6
2025-06-09 17:06:38,EP_20250609_170624_0038,공격형 AI,Unknown,1.0,60.0,100.0,13.64,66,0.05,수비형 AI,66,6,0,0,0,0,0.091,0.000,0.000,38,23,60.5
2025-06-09 17:06:38,EP_20250609_170624_0038,수비형 AI,Unknown,0.0,0.0,100.0,13.64,479,0.09,공격형 AI,338,5,6,6,135,1,0.015,1.000,0.007,38,8,21.1
2025-06-09 17:07:05,EP_20250609_170640_0039,공격형 AI,Unknown,1.0,20.0,100.0,24.62,549,0.06,수비형 AI,351,6,3,3,195,2,0.017,1.000,0.010,39,24,61.5
2025-06-09 17:07:05,EP_20250609_170640_0039,수비형 AI,Unknown,0.0,0.0,100.0,24.62,757,0.09,공격형 AI,601,5,7,7,149,3,0.008,1.000,0.020,39,8,20.5
2025-06-09 17:07:20,EP_20250609_170707_0040,공격형 AI,Unknown,1.0,60.0,100.0,13.08,91,0.03,수비형 AI,91,5,0,0,0,0,0.055,0.000,0.000,40,25,62.5
2025-06-09 17:07:20,EP_20250609_170707_0040,수비형 AI,Unknown,0.0,0.0,100.0,13.08,427,0.09,공격형 AI,299,4,5,5,123,1,0.013,1.000,0.008,40,8,20.0
2025-06-09 17:07:54,EP_20250609_170723_0041,공격형 AI,Unknown,1.0,40.0,100.0,31.46,1065,0.00,수비형 AI,344,6,353,4,368,2,0.017,0.011,0.005,41,26,63.4
2025-06-09 17:07:54,EP_20250609_170723_0041,수비형 AI,Unknown,0.0,0.0,100.0,31.46,1061,0.07,공격형 AI,775,4,170,8,116,2,0.005,0.047,0.017,41,8,19.5
2025-06-09 17:08:11,EP_20250609_170757_0042,공격형 AI,Unknown,0.0,0.0,100.0,14.20,807,0.01,수비형 AI,215,5,298,3,294,1,0.023,0.010,0.003,42,26,61.9
2025-06-09 17:08:11,EP_20250609_170757_0042,수비형 AI,Unknown,1.0,40.0,100.0,14.20,794,0.08,공격형 AI,554,5,122,5,118,2,0.009,0.041,0.017,42,9,21.4
2025-06-09 17:08:28,EP_20250609_170814_0043,공격형 AI,Unknown,0.0,0.0,100.0,14.59,529,0.01,수비형 AI,164,5,115,3,250,1,0.030,0.026,0.004,43,26,60.5
2025-06-09 17:08:28,EP_20250609_170814_0043,수비형 AI,Unknown,1.0,20.0,100.0,14.59,585,0.10,공격형 AI,452,5,5,5,128,2,0.011,1.000,0.016,43,10,23.3
2025-06-09 17:09:31,EP_20250609_170831_0044,공격형 AI,Unknown,0.0,40.0,100.0,60.00,350,0.00,수비형 AI,144,3,205,1,1,1,0.021,0.005,1.000,44,26,59.1
2025-06-09 17:09:31,EP_20250609_170831_0044,수비형 AI,Unknown,0.0,40.0,100.0,60.00,434,0.09,공격형 AI,318,3,4,4,112,1,0.009,1.000,0.009,44,10,22.7
2025-06-09 17:10:05,EP_20250609_170933_0045,공격형 AI,Unknown,0.0,0.0,100.0,31.86,668,0.05,수비형 AI,456,6,210,4,2,2,0.013,0.019,1.000,45,26,57.8
2025-06-09 17:10:05,EP_20250609_170933_0045,수비형 AI,Unknown,0.0,0.0,100.0,31.86,850,0.08,공격형 AI,688,6,8,8,154,3,0.009,1.000,0.019,45,10,22.2
2025-06-09 17:11:08,EP_20250609_171008_0046,공격형 AI,Unknown,0.0,40.0,100.0,60.00,310,0.02,수비형 AI,97,5,212,1,1,1,0.052,0.005,1.000,46,26,56.5
2025-06-09 17:11:08,EP_20250609_171008_0046,수비형 AI,Unknown,0.0,20.0,100.0,60.00,499,0.09,공격형 AI,352,4,5,5,142,2,0.011,1.000,0.014,46,10,21.7
2025-06-09 17:12:10,EP_20250609_171110_0047,공격형 AI,Unknown,0.0,20.0,100.0,60.00,962,0.04,수비형 AI,555,9,10,10,397,3,0.016,1.000,0.008,47,26,55.3
2025-06-09 17:12:10,EP_20250609_171110_0047,수비형 AI,Unknown,0.0,20.0,100.0,60.00,1024,0.07,공격형 AI,785,8,100,13,139,4,0.010,0.130,0.029,47,10,21.3
2025-06-09 17:12:26,EP_20250609_171213_0048,공격형 AI,Unknown,1.0,40.0,100.0,13.69,316,0.03,수비형 AI,103,6,2,2,211,1,0.058,1.000,0.005,48,27,56.3
2025-06-09 17:12:26,EP_20250609_171213_0048,수비형 AI,Unknown,0.0,0.0,100.0,13.69,498,0.09,공격형 AI,354,5,6,6,138,2,0.014,1.000,0.014,48,10,20.8
2025-06-09 17:12:40,EP_20250609_171229_0049,공격형 AI,Unknown,1.0,40.0,100.0,11.54,329,0.02,수비형 AI,112,5,1,1,216,1,0.045,1.000,0.005,49,28,57.1
2025-06-09 17:12:40,EP_20250609_171229_0049,수비형 AI,Unknown,0.0,0.0,100.0,11.54,487,0.09,공격형 AI,347,4,5,5,135,1,0.012,1.000,0.007,49,10,20.4
2025-06-09 17:13:37,EP_20250609_171243_0050,공격형 AI,Unknown,1.0,20.0,100.0,53.19,190,0.03,수비형 AI,125,9,6,6,59,4,0.072,1.000,0.068,50,29,58.0
2025-06-09 17:13:37,EP_20250609_171243_0050,수비형 AI,Unknown,0.0,0.0,100.0,53.19,229,0.10,공격형 AI,199,8,12,9,18,4,0.040,0.750,0.222,50,10,20.0
2025-06-09 17:13:57,EP_20250609_171340_0051,공격형 AI,Unknown,1.0,20.0,100.0,16.95,43,0.11,수비형 AI,21,7,2,2,20,1,0.333,1.000,0.050,51,30,58.8
2025-06-09 17:13:57,EP_20250609_171340_0051,수비형 AI,Unknown,0.0,0.0,100.0,16.95,92,0.08,공격형 AI,71,5,7,7,14,2,0.070,1.000,0.143,51,10,19.6
2025-06-09 17:14:11,EP_20250609_171359_0052,공격형 AI,Unknown,1.0,60.0,100.0,11.32,12,0.23,수비형 AI,12,5,0,0,0,0,0.417,0.000,0.000,52,31,59.6
2025-06-09 17:14:11,EP_20250609_171359_0052,수비형 AI,Unknown,0.0,0.0,100.0,11.32,55,0.12,공격형 AI,35,4,5,5,15,1,0.114,1.000,0.067,52,10,19.2
2025-06-09 17:14:29,EP_20250609_171413_0053,공격형 AI,Unknown,1.0,60.0,100.0,15.51,15,0.20,수비형 AI,15,6,0,0,0,0,0.400,0.000,0.000,53,32,60.4
2025-06-09 17:14:29,EP_20250609_171413_0053,수비형 AI,Unknown,0.0,0.0,100.0,15.51,57,0.11,공격형 AI,37,5,6,6,14,1,0.135,1.000,0.071,53,10,18.9
2025-06-09 17:14:43,EP_20250609_171431_0054,공격형 AI,Unknown,1.0,60.0,100.0,11.75,11,0.23,수비형 AI,11,5,0,0,0,0,0.455,0.000,0.000,54,33,61.1
2025-06-09 17:14:43,EP_20250609_171431_0054,수비형 AI,Unknown,0.0,0.0,100.0,11.75,361,0.09,공격형 AI,218,4,5,5,138,1,0.018,1.000,0.007,54,10,18.5
2025-06-09 17:14:57,EP_20250609_171445_0055,공격형 AI,Unknown,1.0,40.0,100.0,11.52,314,0.01,수비형 AI,102,5,1,1,211,1,0.049,1.000,0.005,55,34,61.8
2025-06-09 17:14:57,EP_20250609_171445_0055,수비형 AI,Unknown,0.0,0.0,100.0,11.52,437,0.09,공격형 AI,325,4,5,5,107,1,0.012,1.000,0.009,55,10,18.2
2025-06-09 17:15:14,EP_20250609_171459_0056,공격형 AI,Unknown,0.0,0.0,100.0,14.84,323,0.01,수비형 AI,116,6,3,3,204,1,0.052,1.000,0.005,56,34,60.7
2025-06-09 17:15:14,EP_20250609_171459_0056,수비형 AI,Unknown,1.0,20.0,100.0,14.84,447,0.10,공격형 AI,325,6,6,6,116,2,0.018,1.000,0.017,56,11,19.6
2025-06-09 17:16:17,EP_20250609_171517_0057,공격형 AI,Unknown,0.0,20.0,100.0,60.00,308,0.01,수비형 AI,101,4,2,2,205,1,0.040,1.000,0.005,57,34,59.6
2025-06-09 17:16:17,EP_20250609_171517_0057,수비형 AI,Unknown,0.0,20.0,100.0,60.00,437,0.10,공격형 AI,319,4,4,4,114,1,0.013,1.000,0.009,57,11,19.3
2025-06-09 17:16:35,EP_20250609_171619_0058,공격형 AI,Unknown,0.0,0.0,100.0,15.87,512,0.04,수비형 AI,197,6,313,4,2,2,0.030,0.013,1.000,58,34,58.6
2025-06-09 17:16:35,EP_20250609_171619_0058,수비형 AI,Unknown,1.0,20.0,100.0,15.87,779,0.06,공격형 AI,603,6,37,6,139,2,0.010,0.162,0.014,58,12,20.7
2025-06-09 17:16:49,EP_20250609_171638_0059,공격형 AI,Unknown,1.0,40.0,100.0,11.80,314,0.02,수비형 AI,103,5,1,1,210,1,0.049,1.000,0.005,59,35,59.3
2025-06-09 17:16:49,EP_20250609_171638_0059,수비형 AI,Unknown,0.0,0.0,100.0,11.80,489,0.10,공격형 AI,344,4,5,5,140,1,0.012,1.000,0.007,59,12,20.3
2025-06-09 17:17:05,EP_20250609_171652_0060,공격형 AI,Unknown,1.0,20.0,100.0,13.50,323,0.02,수비형 AI,117,5,205,2,1,1,0.043,0.010,1.000,60,36,60.0
2025-06-09 17:17:05,EP_20250609_171652_0060,수비형 AI,Unknown,0.0,0.0,100.0,13.50,469,0.09,공격형 AI,331,4,5,5,133,1,0.012,1.000,0.008,60,12,20.0
2025-06-09 17:17:21,EP_20250609_171708_0061,공격형 AI,Unknown,1.0,40.0,100.0,13.48,322,0.02,수비형 AI,111,6,1,1,210,1,0.054,1.000,0.005,61,37,60.7
2025-06-09 17:17:21,EP_20250609_171708_0061,수비형 AI,Unknown,0.0,0.0,100.0,13.48,505,0.09,공격형 AI,349,5,6,6,150,1,0.014,1.000,0.007,61,12,19.7
2025-06-09 17:17:35,EP_20250609_171724_0062,공격형 AI,Unknown,1.0,40.0,100.0,11.54,292,0.02,수비형 AI,104,5,1,1,187,1,0.048,1.000,0.005,62,38,61.3
2025-06-09 17:17:35,EP_20250609_171724_0062,수비형 AI,Unknown,0.0,0.0,100.0,11.54,457,0.09,공격형 AI,329,4,5,5,123,1,0.012,1.000,0.008,62,12,19.4
2025-06-09 17:17:50,EP_20250609_171738_0063,공격형 AI,Unknown,1.0,60.0,100.0,11.66,75,0.03,수비형 AI,75,5,0,0,0,0,0.067,0.000,0.000,63,39,61.9
2025-06-09 17:17:50,EP_20250609_171738_0063,수비형 AI,Unknown,0.0,0.0,100.0,11.66,492,0.09,공격형 AI,350,4,5,5,137,1,0.011,1.000,0.007,63,12,19.0
2025-06-09 17:18:08,EP_20250609_171752_0064,공격형 AI,Unknown,0.0,0.0,100.0,15.84,278,0.01,수비형 AI,100,6,176,4,2,2,0.060,0.023,1.000,64,39,60.9
2025-06-09 17:18:08,EP_20250609_171752_0064,수비형 AI,Unknown,1.0,20.0,100.0,15.84,548,0.08,공격형 AI,426,6,6,6,116,2,0.014,1.000,0.017,64,13,20.3
2025-06-09 17:18:30,EP_20250609_171810_0065,공격형 AI,Unknown,0.0,0.0,100.0,19.38,646,0.05,수비형 AI,434,5,3,3,209,2,0.012,1.000,0.010,65,39,60.0
2025-06-09 17:18:30,EP_20250609_171810_0065,수비형 AI,Unknown,0.0,0.0,100.0,19.38,784,0.08,공격형 AI,659,5,5,5,120,2,0.008,1.000,0.017,65,13,20.0
2025-06-09 17:18:44,EP_20250609_171832_0066,공격형 AI,Unknown,1.0,60.0,100.0,11.45,71,0.03,수비형 AI,71,5,0,0,0,0,0.070,0.000,0.000,66,40,60.6
2025-06-09 17:18:44,EP_20250609_171832_0066,수비형 AI,Unknown,0.0,0.0,100.0,11.45,488,0.10,공격형 AI,347,4,5,5,136,1,0.012,1.000,0.007,66,13,19.7
2025-06-09 17:19:46,EP_20250609_171846_0067,공격형 AI,Unknown,0.0,40.0,100.0,60.00,294,0.01,수비형 AI,85,4,208,1,1,1,0.047,0.005,1.000,67,40,59.7
2025-06-09 17:19:46,EP_20250609_171846_0067,수비형 AI,Unknown,0.0,20.0,100.0,60.00,499,0.09,공격형 AI,353,4,5,5,141,1,0.011,1.000,0.007,67,13,19.4
2025-06-09 17:20:00,EP_20250609_171949_0068,공격형 AI,Unknown,1.0,40.0,100.0,11.03,312,0.02,수비형 AI,100,5,1,1,211,1,0.050,1.000,0.005,68,41,60.3
2025-06-09 17:20:00,EP_20250609_171949_0068,수비형 AI,Unknown,0.0,0.0,100.0,11.03,490,0.09,공격형 AI,350,4,5,5,135,1,0.011,1.000,0.007,68,13,19.1
2025-06-09 17:20:14,EP_20250609_172002_0069,공격형 AI,Unknown,1.0,40.0,100.0,11.26,324,0.01,수비형 AI,102,5,1,1,221,1,0.049,1.000,0.005,69,42,60.9
